id,slug,titulo,focus_keyword,score_inicial,score_final,estado,detalle
875,fin-bancos-fisicos-boveda-personal,El fin de los Bancos: Un sistema donde cada ciudadano es su propia bóveda financiera,el fin de los bancos,59,92,ok,Puntuacion 92 guardada
878,fin-intermediarios-bienes-raices,"Sin intermediarios: La desaparición total de agentes inmobiliarios, brókers y revendedores",desaparicion de intermediarios blockchain,59,84,ok,Puntuacion 84 guardada
877,fin-escasez-artificial-diamantes,Fin de la escasez artificial: El derrumbe del mercado de los diamantes y el lujo,fin escasez artificial diamantes,59,84,ok,Puntuacion 84 guardada
874,extincion-perros-impacto-psicologico,La extinción de los perros: El impacto psicológico global sin el mejor amigo del hombre,extincion de los perros,59,84,ok,Puntuacion 84 guardada
872,evolucion-branquias-humanas,Evolución forzada: El desarrollo de branquias humanas tras la gran inundación,branquias humanas evolucion,59,84,ok,Puntuacion 84 guardada
870,estrellas-de-neutrones-cuchillo-atomo,Densidad infinita: Una cucharada de estrella de neutrones en la Tierra,estrella de neutrones cucharada,59,84,ok,Puntuacion 84 guardada
869,estado-control-total-empresas,Financiación masiva del Estado: Toda empresa controlada al 100% por el gobierno,estado controla empresas,59,84,ok,Puntuacion 84 guardada
873,expropiacion-billonarios-limite-riqueza,Expropiación de billonarios: Qué pasaría si nadie pudiera tener más de mil millones,limite de riqueza billonarios,59,84,ok,Puntuacion 84 guardada
871,estrellas-fugaces-mortales,Polvo letal: Qué pasa si una estrella fugaz entra a la atmósfera a velocidad extrema,estrella fugaz impacto,59,84,ok,Puntuacion 84 guardada
867,espejo-cosmico-copia-tierra,El gemelo perdido: Qué pasaría si descubrimos una Tierra idéntica al otro lado del Sol,tierra al otro lado del sol,59,84,ok,Puntuacion 84 guardada
862,eliminacion-clases-medias,Eliminación de las clases medias: La simulación de una sociedad solo de ricos y pobres,eliminacion de la clase media,59,84,ok,Puntuacion 84 guardada
868,esperanza-vida-200-anos,Esperanza de vida 200 años: El envejecimiento extremo del sistema óseo humano,esperanza de vida 200 anos,59,84,ok,Puntuacion 84 guardada
866,escaneres-adn-citas-romanticas,Escáneres de ADN portátiles: Las citas románticas basadas en compatibilidad genética,escaneres de adn portatiles,59,84,ok,Puntuacion 84 guardada
863,enana-blanca-reemplaza-sol,Muerte estelar: Qué pasaría si el Sol se convierte hoy en una Enana Blanca,enana blanca sol,59,84,ok,Puntuacion 84 guardada
860,el-ultimo-arbol-original-protegido,El último árbol: El valor incalculable de la última muestra de vida forestal original,el ultimo arbol del mundo,59,84,ok,Puntuacion 84 guardada
856,economia-subterranea-legalizada,Economía subterránea legalizada: Drogas y armas cotizando en el mercado abierto,economia subterranea legalizada,59,84,ok,Puntuacion 84 guardada
861,elecciones-ia-algoritmo-voto,Elecciones sin urnas: El algoritmo que decide el voto óptimo por ti,elecciones por algoritmo de ia,59,84,ok,Puntuacion 84 guardada
857,ecosistemas-subterraneos-migracion,Ecosistemas subterráneos: La migración de la vida hacia el interior de la Tierra,ecosistemas subterraneos vida,59,84,ok,Puntuacion 84 guardada
858,educacion-superior-exclusiva,Educación superior hiper-costosa: Universidades exclusivas para el 1% de la población,universidades exclusivas hiper costosas,59,84,ok,Puntuacion 84 guardada
852,dinero-genetico-monedas-adn,Dinero genético: Monedas programadas que solo el dueño del ADN puede gastar,dinero genetico adn,59,84,ok,Puntuacion 84 guardada
854,dispositivos-invisibilidad-seguridad,Dispositivos de invisibilidad: La crisis de seguridad en las grandes ciudades,dispositivos de invisibilidad,59,92,ok,Puntuacion 92 guardada
853,dinero-reputacion-social,Dinero basado en reputación social: Tu saldo atado a tus buenas acciones ciudadanas,dinero reputacion social china,59,84,ok,Puntuacion 84 guardada
855,economia-del-tiempo-moneda,Economía del tiempo: Usar los minutos de vida como la única moneda de cambio legal,economia del tiempo moneda,59,84,ok,Puntuacion 84 guardada
851,digestion-metales-dieta-chatarra,Digestión de metales: La nueva dieta para sobrevivir en un mundo de chatarra,digestion de metales humanos,59,84,ok,Puntuacion 84 guardada
846,desaparicion-fronteras-economicas,Desaparición de las fronteras económicas: El libre tránsito absoluto de bienes y personas,desaparicion de fronteras economia,59,84,ok,Puntuacion 84 guardada
848,desempleo-global-automatizacion,El fin del trabajo manual: La crisis del 80% de desempleo global por automatización,desempleo global automatizacion,59,84,ok,Puntuacion 84 guardada
847,desaparicion-plancton-asfixia,Desaparición del plancton: La asfixia lenta de la vida en la Tierra,desaparicion del plancton oxigeno,59,84,ok,Puntuacion 84 guardada
849,desierto-global-secado-amazonas,Desierto global: El secado absoluto del Río Amazonas y sus consecuencias,rio amazonas seco,59,84,ok,Puntuacion 84 guardada
845,desaparicion-comercio-minorista,La desaparición del comercio minorista: Todo entregado directamente desde las fábricas,desaparicion del comercio minorista,59,84,ok,Puntuacion 84 guardada
844,deepfakes-evidencia-legal,Deepfakes de estado: Cuando la verdad en video dejó de ser evidencia legal,deepfakes evidencia legal,59,84,ok,Puntuacion 84 guardada
843,curacion-acelerada-nanotecnologia,Curación acelerada: El suero nanotecnológico que repara huesos en minutos,curacion acelerada nanotecnologia,59,84,ok,Puntuacion 84 guardada
840,control-clima-satelite-guerra,Control del clima por satélite: La guerra mundial por la lluvia,control del clima por satelite,59,84,ok,Puntuacion 84 guardada
841,crecimiento-ilimitado-humanos,Crecimiento ilimitado: Qué pasaría si los humanos nunca dejaran de crecer,humanos nunca dejan de crecer,59,84,ok,Puntuacion 84 guardada
842,criptomonedas-obligatorias-exclusiones,Criptomonedas obligatorias: La muerte financiera de las generaciones mayores desconectadas,criptomonedas obligatorias,59,92,ok,Puntuacion 92 guardada
839,consumo-racionado-por-ia,Consumo racionado por IA: Algoritmos decidiendo cuánta comida puedes comprar al mes,consumo racionado ia,59,84,ok,Puntuacion 84 guardada
836,cometa-halley-impacto-tierra,El visitante maldito: Si el Cometa Halley chocara contra la Tierra,cometa halley impacto,59,84,ok,Puntuacion 84 guardada
838,comunicacion-telepatica-fauna,Comunicación telepática animal: Escuchando los pensamientos de la fauna salvaje,escuchar pensamientos de animales,59,84,ok,Puntuacion 84 guardada
837,comida-sintetica-impresa-supermercados,Comida sintética impresa: La desaparición de los supermercados tradicionales,comida sintetica impresa 3d,59,84,ok,Puntuacion 84 guardada
835,colision-andromeda-via-lactea,El choque de galaxias: Cuando Andrómeda colisione con la Vía Láctea,colision andromeda via lactea,59,84,ok,Puntuacion 84 guardada
831,cielo-sin-contaminacion-luminica,La Galaxia en tu ventana: Un apagón mundial revela la Vía Láctea,cielo sin contaminacion luminica,59,84,ok,Puntuacion 84 guardada
832,ciudades-inteligentes-control,Ciudades Inteligentes: Cuando los edificios decidieron apagar la calefacción,ciudades inteligentes ia,59,84,ok,Puntuacion 84 guardada
833,clonacion-voz-estafas,Clonación de voz exacta: El pánico mundial por las estafas telefónicas perfectas,clonacion de voz ia,59,84,ok,Puntuacion 84 guardada
829,choque-estelar-fuga-sistema,Estrellas fugitivas: Qué pasa si el Sol es expulsado de la Vía Láctea hacia el vacío,sol expulsado galaxia,59,84,ok,Puntuacion 84 guardada
834,codigo-autonomo-programacion-ia,Código autónomo: El software que empezó a programarse a sí mismo,codigo que se programa solo,59,84,ok,Puntuacion 84 guardada
824,ceguera-digital-pantallas-oculares,Pantallas oculares: La ceguera digital de la generación nacida en 2030,pantallas oculares ceguera,59,84,ok,Puntuacion 84 guardada
828,chip-cerebral-obligatorio-sociedad,Chip obligatorio: La sociedad clasificada por implantes cerebrales,chip cerebral obligatorio,59,84,ok,Puntuacion 84 guardada
825,ceguera-global-adaptacion-ciudades,Ceguera global: La adaptación de las ciudades en un mundo sin luz visual,ceguera global humanidad,59,84,ok,Puntuacion 84 guardada
827,cero-publicidad-colapso-medios,Cero publicidad: El colapso de los medios de comunicación y las redes sociales gratuitas,cero publicidad economia,59,84,ok,Puntuacion 84 guardada
826,cero-impuestos-pais-privado,Cero Impuestos: El aterrador modelo de un país sin recaudación pública,mundo sin impuestos,59,84,ok,Puntuacion 84 guardada
947,pagar-por-oxigeno-aire-limpio,Pagar por oxígeno: El mercado negro del aire limpio en megaciudades contaminadas,pagar por oxigeno aire limpio,59,84,ok,Puntuacion 84 guardada
890,gravedad-mitad-atrofia-muscular,Gravedad al 50%: La atrofia muscular masiva y la nueva arquitectura,gravedad de la tierra a la mitad,59,84,ok,Puntuacion 84 guardada
1005,telepatia-sintetica-fin-mentira,Telepatía sintética: El fin de la mentira y el colapso de la sociedad moderna,telepatia sintetica fin mentira,59,84,ok,Puntuacion 84 guardada
935,mundo-sin-numero-dos,El Universo Impar: La crisis total de la economía en un mundo sin el número dos,mundo sin numero dos,59,84,ok,Puntuacion 84 guardada
895,hibrido-oso-tigre-anatomia,El Híbrido Supremo: Anatomía y caza del imposible cruce entre oso y tigre,oso tigre hibrido,59,84,ok,Puntuacion 84 guardada
1016,tormenta-solar-fin-tecnologia,El Latigazo del Sol: La tormenta solar que quemaría toda la tecnología del mundo,tormenta solar apocalipsis,59,84,ok,Puntuacion 84 guardada
964,quiebra-bolsa-cierre-wall-street,La quiebra de la Bolsa: El cierre definitivo de Wall Street y sus consecuencias globales,quiebra de la bolsa wall street,59,84,ok,Puntuacion 84 guardada
830,ciberataque-red-electrica-europea,Ciber-ataques de infraestructura: El invierno en que apagaron la red eléctrica europea,ciberataque red electrica,59,84,ok,Puntuacion 84 guardada
979,retorno-trueque-sin-dinero,"El retorno del Trueque: Sobreviviendo sin monedas, billetes ni tarjetas de crédito",retorno al trueque economia,59,84,ok,Puntuacion 84 guardada
977,retorno-dinosaurios-ciudades,Retorno Jurásico: Simulación de supervivencia humana con dinosaurios en las calles,dinosaurios en la actualidad,59,84,ok,Puntuacion 84 guardada
888,gps-caido-caos-logistico,GPS caído: El caos logístico masivo en las primeras 24 horas sin satélites,caos por caida del GPS,59,84,ok,Puntuacion 84 guardada
864,energia-gratuita-quiebra-industrias,Energía a costo cero: Las 5 mega-industrias que quebrarían esta misma tarde,energia infinita gratuita,59,84,ok,Puntuacion 84 guardada
934,mundo-sin-mosquitos-colapso,El mundo sin zumbidos: El colapso en cadena si erradicamos a todos los mosquitos,erradicar los mosquitos ecosistema,59,84,ok,Puntuacion 84 guardada
1011,tierra-deja-de-girar,El día que la Tierra se detuvo: La catástrofe de los 1.600 km/h,tierra deja de girar,59,84,ok,Puntuacion 84 guardada
897,hielo-derretido-nuevo-mapa,Hielo derretido: El nuevo mapa del mundo 24 horas después del deshielo total,deshielo de los polos mapa,59,84,ok,Puntuacion 84 guardada
997,sol-desaparece-8-minutos,8 Minutos de Luz: El caos global cuando el Sol desapareció,sol desaparece,59,84,ok,Puntuacion 84 guardada
990,silencio-abejas-fin-polinizacion,El silencio de las abejas: Los meses contados de la humanidad sin polinización,extincion de las abejas,59,84,ok,Puntuacion 84 guardada
850,deuda-perdonada-jubileo-mundial,Deuda perdonada: Las 48 horas de caos si todo el crédito del mundo se borrara hoy,deuda mundial perdonada,59,84,ok,Puntuacion 84 guardada
859,efectivo-caducable-mensual,Efectivo caducable: La simulación de un dinero que se esfuma si no lo gastas,efectivo caducable economia,59,84,ok,Puntuacion 84 guardada
865,error-matrix-pruebas-simulacion,El error Matrix: Las pruebas de que ya vivimos en una simulación informática,pruebas de que vivimos en una simulación,59,84,ok,Puntuacion 84 guardada
820,boton-de-apagado-ia-global,El botón de apagado: Quién tiene el control maestro de la red global de IA,boton de apagado inteligencia artificial,59,84,ok,Puntuacion 84 guardada
822,burbuja-agua-dulce-bolsa,La burbuja del agua dulce: Cotización en bolsa de las últimas reservas potables,burbuja del agua dulce,59,84,ok,Puntuacion 84 guardada
823,carceles-virtuales-cadenas-perpetuas,Cárceles virtuales: El cumplimiento de cadenas perpetuas en milisegundos,carceles virtuales,59,84,ok,Puntuacion 84 guardada
821,brote-rayos-gamma-impacto,El flash letal: Un brote de rayos gamma impactando la atmósfera terrestre,brote rayos gamma tierra,59,84,ok,Puntuacion 84 guardada
819,bosques-gigantes-crecimiento-instantaneo,Crecimiento instantáneo: Bosques gigantes que aparecen en un solo día,crecimiento instantaneo de arboles,59,84,ok,Puntuacion 84 guardada
814,bacterias-devoran-plastico-evolucion,El continente plástico: La evolución de bacterias que devoran desechos,bacterias que comen plastico,59,84,ok,Puntuacion 84 guardada
816,biologia-herbivora-mutacion,Biología herbívora: La mutación del estómago humano al rechazar la carne,estomago humano rechaza la carne,59,84,ok,Puntuacion 84 guardada
817,borrado-memoria-traumas,Borrado de memoria: Las clínicas legales para olvidar traumas,borrado de memoria clinicas,59,84,ok,Puntuacion 84 guardada
818,borrado-social-psicologia-global,Borrado social: La reacción psicológica global tras la eliminación de todas las redes sociales,eliminacion de redes sociales psicologia,59,84,ok,Puntuacion 84 guardada
815,bebes-diseno-genetico-clases,Bebés de diseño genético: La división de clases sociales por mejoras de ADN,bebes de diseno genetico,59,84,ok,Puntuacion 84 guardada
809,arquitectura-dinamica-ciudades,Arquitectura dinámica: Ciudades que cambian de forma según el clima,arquitectura dinamica ciudades,59,84,ok,Puntuacion 84 guardada
810,arte-sin-artistas-museos-ia,Arte sin artistas: Los museos exclusivos de obras creadas por máquinas,arte creado por maquinas,59,84,ok,Puntuacion 84 guardada
811,asteroide-roza-tierra-luna,El roce de la muerte: El asteroide que pasó entre la Tierra y la Luna,asteroide entre tierra y luna,59,84,ok,Puntuacion 84 guardada
812,atencion-medica-privada-latido,La economía de la atención médica privada extrema: Pagar por latido cardíaco asistido,atencion medica capitalista,59,84,ok,Puntuacion 84 guardada
813,atmosfera-escapa-al-espacio,Sin aire: La fuga de la atmósfera terrestre en 7 días,atmosfera escapa al espacio,59,84,ok,Puntuacion 84 guardada
804,algoritmos-pareja-fin-divorcios,Algoritmos de pareja: El fin de los divorcios gracias al emparejamiento perfecto,emparejamiento perfecto ia,59,84,ok,Puntuacion 84 guardada
807,anomalia-magnetica-del-atlantico-espacio,La cicatriz del campo magnético: Anomalía del Atlántico Sur y los satélites ciegos,anomalia del atlantico sur,59,84,ok,Puntuacion 84 guardada
806,anillos-de-saturno-tierra,Cielo de Anillos: La Tierra con anillos como los de Saturno,tierra con anillos,59,92,ok,Puntuacion 92 guardada
805,anillos-de-hielo-cometas-impacto,Bombardeo orbital: La amenaza constante de los cometas de largo periodo,cometas de largo periodo amenaza,59,84,ok,Puntuacion 84 guardada
808,arboles-caminantes-adaptacion-botanica,Árboles caminantes: La adaptación botánica extrema para buscar agua,arboles que caminan mutacion,59,84,ok,Puntuacion 84 guardada
800,adaptacion-alta-presion-marina,Adaptación a la alta presión: Humanos diseñados para vivir en el fondo del mar,humanos viven fondo del mar,59,84,ok,Puntuacion 84 guardada
799,abismos-secos-fosa-marianas,Abismos secos: Lo que realmente esconde la Fosa de las Marianas sin agua,fosa de las marianas sin agua,59,92,ok,Puntuacion 92 guardada
801,agricultura-robotica-fin-hambruna,Agricultura robótica: El fin de la hambruna y el monopolio de las semillas,agricultura robotica ia,59,84,ok,Puntuacion 84 guardada
802,agujero-negro-tamano-moneda,La moneda oscura: Un agujero negro del tamaño de un centavo en Nueva York,agujero negro tamaño moneda,59,84,ok,Puntuacion 84 guardada
803,alas-humanas-biomecanica-vuelo,Alas humanas: La biomecánica necesaria para que el hombre pudiera volar,humanos con alas anatomia,59,84,ok,Puntuacion 84 guardada
789,apagon-global-internet-7-dias,El día que el internet murió: Cronología de los primeros 7 días de apagón global,apagon global de internet,59,84,ok,Puntuacion 84 guardada
790,colapso-financiero-virus-digital,Colapso financiero digital: Cuando un virus borró todo el dinero del planeta,virus borro dinero del planeta,59,84,ok,Puntuacion 84 guardada
792,fin-de-las-contrasenas-biometria,El fin de las contraseñas: El sistema biométrico que leerá tus pensamientos,fin de las contraseñas biometría,59,84,ok,Puntuacion 84 guardada
793,mundo-gobernado-por-ia,IA al mando: La aterradora simulación de un mundo gobernado por algoritmos,gobierno por inteligencia artificial,59,84,ok,Puntuacion 84 guardada
791,conciencia-en-la-nube-2050,Conciencia en la nube: El verdadero precio de subir tu mente a un servidor en 2050,subir la mente a la nube,59,84,ok,Puntuacion 84 guardada
1032,virus-antiguos-permafrost,Despertar de los virus antiguos: Las pandemias del permafrost derretido,virus permafrost derretido,59,84,dry-run,Simulación exitosa
1031,vigilancia-nivel-atomico-privacidad,Vigilancia a nivel atómico: El fin absoluto del concepto de privacidad,vigilancia a nivel atomico,59,84,dry-run,Simulación exitosa
1033,vivienda-gratuita-mercado-inmobiliario,Vivienda gratuita por ley: El colapso inmediato del mercado inmobiliario mundial,vivienda gratuita por ley,59,92,dry-run,Simulación exitosa
1029,vida-planeta-anclado-marea,Planeta Dos Caras: Sobrevivir en un mundo anclado por marea,planeta anclado por marea,59,84,dry-run,Simulación exitosa
1030,viento-solar-auroras-urbanas-letales,Cuando la aurora boreal baja al suelo: El colapso por radiación polar,aurora boreal baja al suelo,59,84,dry-run,Simulación exitosa
1032,virus-antiguos-permafrost,Despertar de los virus antiguos: Las pandemias del permafrost derretido,virus permafrost derretido,59,84,ok,Puntuacion 84 guardada
1031,vigilancia-nivel-atomico-privacidad,Vigilancia a nivel atómico: El fin absoluto del concepto de privacidad,vigilancia a nivel atomico,59,84,ok,Puntuacion 84 guardada
1033,vivienda-gratuita-mercado-inmobiliario,Vivienda gratuita por ley: El colapso inmediato del mercado inmobiliario mundial,vivienda gratuita por ley,59,92,ok,Puntuacion 92 guardada
1029,vida-planeta-anclado-marea,Planeta Dos Caras: Sobrevivir en un mundo anclado por marea,planeta anclado por marea,59,84,ok,Puntuacion 84 guardada
